words,sen_len,tree_depth,top_const,tense,subjnum,objnum
pushes,1,5,1,2,1,1
him,1,5,1,2,1,1
off,1,5,1,2,1,1
her.,1,5,1,2,1,1
Her,1,5,2,2,1,1
"fury,",1,5,2,2,1,1
overpowers,1,5,2,2,1,1
his,1,5,2,2,1,1
mass.,1,5,2,2,1,1
You,3,6,2,1,1,1
gossiped,3,6,2,1,1,1
about,3,6,2,1,1,1
me.,3,6,2,1,1,1
In,2,7,2,2,1,1
the,2,7,2,2,1,1
glare,2,7,2,2,1,1
of,2,7,2,2,1,1
the,2,7,2,2,1,1
lights,2,7,2,2,1,1
he,2,7,2,2,1,1
looks,2,7,2,2,1,1
"flabby,",2,7,2,2,1,1
unkempt.,2,7,2,2,1,1
You,2,6,1,2,1,1
take,2,6,1,2,1,1
all,2,6,1,2,1,1
your,2,6,1,2,1,1
ex,2,6,1,2,1,1
lover's,2,6,1,2,1,1
daughters,2,6,1,2,1,1
to,2,6,1,2,1,1
bed.,2,6,1,2,1,1
Margaret,1,7,2,2,1,1
isn't,1,7,2,2,1,1
your,1,7,2,2,1,1
"mother,",1,7,2,2,1,1
don't,1,7,2,2,1,1
get,1,7,2,2,1,1
all,1,7,2,2,1,1
hystericalâ€¦,1,7,2,2,1,1
He,1,6,1,2,1,1
pulls,1,6,1,2,1,1
a,1,6,1,2,1,1
towel,1,6,1,2,1,1
around,1,6,1,2,1,1
him.,1,6,1,2,1,1
You,1,6,1,2,1,1
should,1,6,1,2,1,1
"go,",1,6,1,2,1,1
I'm,1,6,1,2,1,1
not,1,6,1,2,1,1
feeling,1,6,1,2,1,1
well.,1,6,1,2,1,1
He,1,7,1,2,1,1
walks,1,7,1,2,1,1
to,1,7,1,2,1,1
the,1,7,1,2,1,1
bathroom,1,7,1,2,1,1
and,1,7,1,2,1,1
locks,1,7,1,2,1,1
it.,1,7,1,2,1,1
You,1,7,2,2,1,1
can't,1,7,2,2,1,1
stay,1,7,2,2,1,1
in,1,7,2,2,1,1
there,1,7,2,2,1,1
"forever,",1,7,2,2,1,1
she,1,7,2,2,1,1
yells.,1,7,2,2,1,1
Her,1,5,1,2,1,1
heart,1,5,1,2,1,1
beats,1,5,1,2,1,1
so,1,5,1,2,1,1
fast.,1,5,1,2,1,1
She,2,7,1,2,1,2
throws,2,7,1,2,1,2
on,2,7,1,2,1,2
her,2,7,1,2,1,2
"clothes,",2,7,1,2,1,2
pounds,2,7,1,2,1,2
on,2,7,1,2,1,2
the,2,7,1,2,1,2
door.,2,7,1,2,1,2
No,1,5,2,1,1,1
response,1,5,2,1,1,1
â€“,1,5,2,1,1,1
then,1,5,2,1,1,1
a,1,5,2,1,1,1
thump.,1,5,2,1,1,1
Through,2,6,2,1,1,1
the,2,6,2,1,1,1
frosted,2,6,2,1,1,1
glass,2,6,2,1,1,1
"door,",2,6,2,1,1,1
his,2,6,2,1,1,1
shadow,2,6,2,1,1,1
lies,2,6,2,1,1,1
"still,",2,6,2,1,1,1
on,2,6,2,1,1,1
the,2,6,2,1,1,1
floor.,2,6,2,1,1,1
Sasha,2,7,1,2,1,1
smashes,2,7,1,2,1,1
the,2,7,1,2,1,1
glass,2,7,1,2,1,1
with,2,7,1,2,1,1
all,2,7,1,2,1,1
of,2,7,1,2,1,1
her,2,7,1,2,1,1
weight.,2,7,1,2,1,1
So,2,5,2,1,1,1
much,2,5,2,1,1,1
"force,",2,5,2,1,1,1
so,2,5,2,1,1,1
much,2,5,2,1,1,1
"glass,",2,5,2,1,1,1
Alexander's,2,5,2,1,1,1
spread,2,5,2,1,1,1
out.,2,5,2,1,1,1
Oh,1,5,2,1,1,1
my,1,5,2,1,1,1
"god,",1,5,2,1,1,1
oh,1,5,2,1,1,1
my,1,5,2,1,1,1
godâ€¦,1,5,2,1,1,1
Her,1,5,2,1,1,1
mouth,1,5,2,1,1,1
on,1,5,2,1,1,1
his,1,5,2,1,1,1
mouth.,1,5,2,1,1,1
CPR,2,7,2,2,1,1
as,2,7,2,2,1,1
she,2,7,2,2,1,1
turns,2,7,2,2,1,1
on,2,7,2,2,1,1
her,2,7,2,2,1,1
phone,2,7,2,2,1,1
â€“,2,7,2,2,1,1
nine,2,7,2,2,1,1
one,2,7,2,2,1,1
one.,2,7,2,2,1,1
Her,1,7,1,2,1,1
wrist,1,7,1,2,1,1
has,1,7,1,2,1,1
been,1,7,1,2,1,1
cut,1,7,1,2,1,1
on,1,7,1,2,1,1
the,1,7,1,2,1,1
glass.,1,7,1,2,1,1
It's,1,7,1,2,1,1
her,1,7,1,2,1,1
blood,1,7,1,2,1,1
on,1,7,1,2,1,1
the,1,7,1,2,1,1
granite.,1,7,1,2,1,1
I,2,7,1,2,1,1
think,2,7,1,2,1,1
I'm,2,7,1,2,1,1
going,2,7,1,2,1,1
to,2,7,1,2,1,1
cancel,2,7,1,2,1,1
the,2,7,1,2,1,1
trip,2,7,1,2,1,1
to,2,7,1,2,1,1
New,2,7,1,2,1,1
"York,",2,7,1,2,1,1
says,2,7,1,2,1,1
Gary.,2,7,1,2,1,1
I'll,2,7,1,2,1,1
turn,2,7,1,2,1,1
down,2,7,1,2,1,1
the,2,7,1,2,1,1
"internship,",2,7,1,2,1,1
it's,2,7,1,2,1,1
not,2,7,1,2,1,1
such,2,7,1,2,1,1
a,2,7,1,2,1,1
big,2,7,1,2,1,1
deal.,2,7,1,2,1,1
I'll,3,6,1,1,1,1
stay,3,6,1,1,1,1
here.,3,6,1,1,1,1
Gary,3,5,1,2,1,1
opens,3,5,1,2,1,1
the,3,5,1,2,1,1
fridge.,3,5,1,2,1,1
These,3,5,2,2,2,2
leftovers,3,5,2,2,2,2
look,3,5,2,2,2,2
amazing.,3,5,2,2,2,2
When,1,6,2,1,1,1
did,1,6,2,1,1,1
you,1,6,2,1,1,1
make,1,6,2,1,1,1
this,1,6,2,1,1,1
chili.,1,6,2,1,1,1
It's,3,6,1,2,1,1
a,3,6,1,2,1,1
week,3,6,1,2,1,1
old.,3,6,1,2,1,1
We,2,7,2,1,2,1
had,2,7,2,1,2,1
the,2,7,2,1,2,1
party,2,7,2,1,2,1
a,2,7,2,1,2,1
week,2,7,2,1,2,1
"ago,",2,7,2,1,2,1
she,2,7,2,1,2,1
says.,2,7,2,1,2,1
A,2,6,2,2,1,1
leftover,2,6,2,2,1,1
piece,2,6,2,2,1,1
of,2,6,2,2,1,1
blue,2,6,2,2,1,1
crepe,2,6,2,2,1,1
paper,2,6,2,2,1,1
dangles,2,6,2,2,1,1
from,2,6,2,2,1,1
the,2,6,2,2,1,1
adobe,2,6,2,2,1,1
kitchen,2,6,2,2,1,1
frame.,2,6,2,2,1,1
Backlit,1,6,2,2,1,1
by,1,6,2,2,1,1
the,1,6,2,2,1,1
fridge,1,6,2,2,1,1
it,1,6,2,2,1,1
catches,1,6,2,2,1,1
Clara's,1,6,2,2,1,1
eye.,1,6,2,2,1,1
She,2,7,2,2,1,1
looks,2,7,2,2,1,1
at,2,7,2,2,1,1
this,2,7,2,2,1,1
man,2,7,2,2,1,1
she,2,7,2,2,1,1
has,2,7,2,2,1,1
loved,2,7,2,2,1,1
for,2,7,2,2,1,1
ten,2,7,2,2,1,1
years.,2,7,2,2,1,1
You've,1,7,2,2,1,1
bought,1,7,2,2,1,1
your,1,7,2,2,1,1
"ticket,",1,7,2,2,1,1
she,1,7,2,2,1,1
says,1,7,2,2,1,1
quietly.,1,7,2,2,1,1
You've,1,7,1,2,1,1
booked,1,7,1,2,1,1
the,1,7,1,2,1,1
"hotel,",1,7,1,2,1,1
you,1,7,1,2,1,1
bought,1,7,1,2,1,1
your,1,7,1,2,1,1
supplies.,1,7,1,2,1,1
You've,1,7,1,2,1,2
burdened,1,7,1,2,1,2
our,1,7,1,2,1,2
life,1,7,1,2,1,2
by,1,7,1,2,1,2
thirty,1,7,1,2,1,2
six,1,7,1,2,1,2
thousand.,1,7,1,2,1,2
You,3,5,2,1,1,1
never,3,5,2,1,1,1
discussed,3,5,2,1,1,1
it.,3,5,2,1,1,1
I,2,7,2,2,1,1
believe,2,7,2,2,1,1
this,2,7,2,2,1,1
means,2,7,2,2,1,1
New,2,7,2,2,1,1
York,2,7,2,2,1,1
is,2,7,2,2,1,1
calling,2,7,2,2,1,1
you,2,7,2,2,1,1
Gary.,2,7,2,2,1,1
I,1,7,1,2,1,1
believe,1,7,1,2,1,1
you,1,7,1,2,1,1
should,1,7,1,2,1,1
go.,1,7,1,2,1,1
She's,3,5,1,2,1,1
exhausted.,3,5,1,2,1,1
She,2,7,2,2,1,1
looks,2,7,2,2,1,1
at,2,7,2,2,1,1
Gary,2,7,2,2,1,1
and,2,7,2,2,1,1
he,2,7,2,2,1,1
looks,2,7,2,2,1,1
far,2,7,2,2,1,1
away.,2,7,2,2,1,1
He,3,5,1,2,1,1
looks,3,5,1,2,1,1
smaller.,3,5,1,2,1,1
A,3,5,2,1,1,1
stranger.,3,5,2,1,1,1
You,1,7,2,2,2,2
can't,1,7,2,2,2,2
save,1,7,2,2,2,2
the,1,7,2,2,2,2
people,1,7,2,2,2,2
you,1,7,2,2,2,2
love.,1,7,2,2,2,2
She,3,5,1,2,1,1
feels,3,5,1,2,1,1
cold.,3,5,1,2,1,1
She's,3,5,1,2,1,1
so,3,5,1,2,1,1
cold.,3,5,1,2,1,1
She,2,7,2,2,1,1
compulsively,2,7,2,2,1,1
scrolls,2,7,2,2,1,1
through,2,7,2,2,1,1
her,2,7,2,2,1,1
phone,2,7,2,2,1,1
up,2,7,2,2,1,1
to,2,7,2,2,1,1
her,2,7,2,2,1,1
mother's,2,7,2,2,1,1
text,2,7,2,2,1,1
Mr.,2,7,2,2,1,1
Zimmler's,2,7,2,2,1,1
expecting,2,7,2,2,1,1
your,2,7,2,2,1,1
call.,2,7,2,2,1,1
And,3,5,2,1,1,1
a,3,5,2,1,1,1
number.,3,5,2,1,1,1
She,3,5,1,2,1,1
saves,3,5,1,2,1,1
it.,3,5,1,2,1,1
The,2,7,2,2,1,1
emergency,2,7,2,2,1,1
vehiclesâ€¦the,2,7,2,2,1,1
call,2,7,2,2,1,1
to,2,7,2,2,1,1
Margaretâ€¦it,2,7,2,2,1,1
is,2,7,2,2,1,1
all,2,7,2,2,1,1
a,2,7,2,2,1,1
blur.,2,7,2,2,1,1
When,2,7,2,2,1,1
Margaret,2,7,2,2,1,1
enters,2,7,2,2,1,1
the,2,7,2,2,1,1
"ER,",2,7,2,2,1,1
Sasha's,2,7,2,2,1,1
never,2,7,2,2,1,1
felt,2,7,2,2,1,1
such,2,7,2,2,1,1
relief.,2,7,2,2,1,1
She's,2,7,2,2,1,1
shocked,2,7,2,2,1,1
to,2,7,2,2,1,1
see,2,7,2,2,1,1
how,2,7,2,2,1,1
scared,2,7,2,2,1,1
her,2,7,2,2,1,1
stepmother,2,7,2,2,1,1
looksâ€¦,2,7,2,2,1,1
Her,1,5,1,2,1,1
own,1,5,1,2,1,1
cut,1,5,1,2,1,1
wrist,1,5,1,2,1,1
is,1,5,1,2,1,1
bandaged.,1,5,1,2,1,1
That's,3,7,1,2,1,1
what,3,7,1,2,1,1
Margaret,3,7,1,2,1,1
notices.,3,7,1,2,1,1
I'm,3,6,1,2,1,1
"ok,",3,6,1,2,1,1
says,3,6,1,2,1,1
Sasha.,3,6,1,2,1,1
It's,3,5,2,2,1,1
just,3,5,2,2,1,1
himâ€¦,3,5,2,2,1,1
She's,2,7,2,2,1,1
terrified,2,7,2,2,1,1
of,2,7,2,2,1,1
Margaret's,2,7,2,2,1,1
anger,2,7,2,2,1,1
but,2,7,2,2,1,1
her,2,7,2,2,1,1
step,2,7,2,2,1,1
mother,2,7,2,2,1,1
just,2,7,2,2,1,1
holds,2,7,2,2,1,1
her.,2,7,2,2,1,1
Someone,3,5,2,2,1,1
says,3,5,2,2,1,1
He,1,7,1,1,1,1
wouldn't,1,7,1,1,1,1
have,1,7,1,1,1,1
made,1,7,1,1,1,1
it,1,7,1,1,1,1
without,1,7,1,1,1,1
instant,1,7,1,1,1,1
care.,1,7,1,1,1,1
He,2,7,2,2,1,1
is,2,7,2,2,1,1
one,2,7,2,2,1,1
lucky,2,7,2,2,1,1
manâ€¦,2,7,2,2,1,1
I,2,7,2,2,1,1
want,2,7,2,2,1,1
to,2,7,2,2,1,1
stay,2,7,2,2,1,1
until,2,7,2,2,1,1
I,2,7,2,2,1,1
know,2,7,2,2,1,1
he's,2,7,2,2,1,1
"ok,",2,7,2,2,1,1
whispers,2,7,2,2,1,1
Sasha,2,7,2,2,1,1
and,2,7,2,2,1,1
Margaret,2,7,2,2,1,1
squeezes,2,7,2,2,1,1
her,2,7,2,2,1,1
handâ€¦,2,7,2,2,1,1
It's,1,7,1,2,2,2
morning,1,7,1,2,2,2
when,1,7,1,2,2,2
they,1,7,1,2,2,2
exit,1,7,1,2,2,2
the,1,7,1,2,2,2
hospitalâ€¦,1,7,1,2,2,2
Sasha,2,7,2,2,1,1
holds,2,7,2,2,1,1
onto,2,7,2,2,1,1
Margaret,2,7,2,2,1,1
just,2,7,2,2,1,1
like,2,7,2,2,1,1
when,2,7,2,2,1,1
she,2,7,2,2,1,1
was,2,7,2,2,1,1
littleâ€¦,2,7,2,2,1,1
They're,3,5,1,2,2,2
shaking.,3,5,1,2,2,2
What,1,6,2,1,1,1
did,1,6,2,1,1,1
you,1,6,2,1,1,1
tell,1,6,2,1,1,1
dad.,1,6,2,1,1,1
He,3,5,1,1,1,1
was,3,5,1,1,1,1
asleep.,3,5,1,1,1,1
I,1,5,1,1,1,1
left,1,5,1,1,1,1
him,1,5,1,1,1,1
a,1,5,1,1,1,1
note.,1,5,1,1,1,1
Said,2,7,2,1,1,1
you'd,2,7,2,1,1,1
lost,2,7,2,1,1,1
your,2,7,2,1,1,1
wallet,2,7,2,1,1,1
and,2,7,2,1,1,1
I,2,7,2,1,1,1
needed,2,7,2,1,1,1
to,2,7,2,1,1,1
get,2,7,2,1,1,1
you.,2,7,2,1,1,1
I,1,6,1,2,1,1
love,1,6,1,2,1,1
"you,",1,6,1,2,1,1
says,1,6,1,2,1,1
Sasha.,1,6,1,2,1,1
I'm,3,5,1,2,1,1
sorryâ€¦,3,5,1,2,1,1
At,2,7,2,2,1,1
home,2,7,2,2,1,1
after,2,7,2,2,1,1
putting,2,7,2,2,1,1
Sasha,2,7,2,2,1,1
to,2,7,2,2,1,1
"sleep,",2,7,2,2,1,1
Margaret,2,7,2,2,1,1
writes,2,7,2,2,1,1
Alexander,2,7,2,2,1,1
an,2,7,2,2,1,1
email,2,7,2,2,1,1
I'll,2,7,2,2,1,1
help,2,7,2,2,1,1
you,2,7,2,2,1,1
get,2,7,2,2,1,1
your,2,7,2,2,1,1
Pulitzer,2,7,2,2,1,1
article,2,7,2,2,1,1
together.,2,7,2,2,1,1
I'll,2,7,2,2,1,1
get,2,7,2,2,1,1
you,2,7,2,2,1,1
the,2,7,2,2,1,1
Wall,2,7,2,2,1,1
Street,2,7,2,2,1,1
contacts,2,7,2,2,1,1
you,2,7,2,2,1,1
need.,2,7,2,2,1,1
But,1,6,2,1,1,1
"you,",1,6,2,1,1,1
stay,1,6,2,1,1,1
away,1,6,2,1,1,1
from,1,6,2,1,1,1
my,1,6,2,1,1,1
kid.,1,6,2,1,1,1
The,1,7,1,2,1,1
bathroom,1,7,1,2,1,1
is,1,7,1,2,1,1
full,1,7,1,2,1,1
of,1,7,1,2,1,1
wet,1,7,1,2,1,1
steam.,1,7,1,2,1,1
Are,1,7,2,2,1,1
you,1,7,2,2,1,1
sure,1,7,2,2,1,1
I,1,7,2,2,1,1
should,1,7,2,2,1,1
go,1,7,2,2,1,1
to,1,7,2,2,1,1
NY.,1,7,2,2,1,1
I'm,3,6,1,2,1,1
"sure,",3,6,1,2,1,1
Clara,3,6,1,2,1,1
says.,3,6,1,2,1,1
You'll,1,6,1,1,1,1
have,1,6,1,1,1,1
a,1,6,1,1,1,1
great,1,6,1,1,1,1
life.,1,6,1,1,1,1
You're,1,7,2,2,1,1
being,1,7,2,2,1,1
a,1,7,2,2,1,1
bit,1,7,2,2,1,1
too,1,7,2,2,1,1
"dramatic,",1,7,2,2,1,1
Gary,1,7,2,2,1,1
scoffs.,1,7,2,2,1,1
Our,2,7,2,2,2,2
friends',2,7,2,2,2,2
baby,2,7,2,2,2,2
has,2,7,2,2,2,2
"died,",2,7,2,2,2,2
it's,2,7,2,2,2,2
that,2,7,2,2,2,2
kind,2,7,2,2,2,2
of,2,7,2,2,2,2
a,2,7,2,2,2,2
dayâ€¦,2,7,2,2,2,2
Through,2,7,2,2,1,1
the,2,7,2,2,1,1
"steam,",2,7,2,2,1,1
she,2,7,2,2,1,1
gathers,2,7,2,2,1,1
the,2,7,2,2,1,1
courage,2,7,2,2,1,1
to,2,7,2,2,1,1
say,2,7,2,2,1,1
it,2,7,2,2,1,1
We're,2,7,2,2,1,1
done,2,7,2,2,1,1
Gary.,2,7,2,2,1,1
You,1,5,2,2,2,1
and,1,5,2,2,2,1
"I,",1,5,2,2,2,1
we're,1,5,2,2,2,1
all,1,5,2,2,2,1
done.,1,5,2,2,2,1
She's,1,7,1,2,1,1
not,1,7,1,2,1,1
going,1,7,1,2,1,1
to,1,7,1,2,1,1
cry.,1,7,1,2,1,1
Let's,2,7,2,2,2,2
look,2,7,2,2,2,2
at,2,7,2,2,2,2
it,2,7,2,2,2,2
as,2,7,2,2,2,2
a,2,7,2,2,2,2
new,2,7,2,2,2,2
beginning,2,7,2,2,2,2
for,2,7,2,2,2,2
"us,",2,7,2,2,2,2
he,2,7,2,2,2,2
deflects,2,7,2,2,2,2
stepping,2,7,2,2,2,2
out,2,7,2,2,2,2
of,2,7,2,2,2,2
his,2,7,2,2,2,2
clothes.,2,7,2,2,2,2
I'll,2,7,2,1,1,1
try,2,7,2,1,1,1
out,2,7,2,1,1,1
New,2,7,2,1,1,1
York,2,7,2,1,1,1
and,2,7,2,1,1,1
then,2,7,2,1,1,1
during,2,7,2,1,1,1
the,2,7,2,1,1,1
winter,2,7,2,1,1,1
you'll,2,7,2,1,1,1
join,2,7,2,1,1,1
me.,2,7,2,1,1,1
In,2,7,2,2,1,1
the,2,7,2,2,1,1
mirror,2,7,2,2,1,1
she,2,7,2,2,1,1
looks,2,7,2,2,1,1
at,2,7,2,2,1,1
her,2,7,2,2,1,1
face;,2,7,2,2,1,1
her,2,7,2,2,1,1
eyebrows,2,7,2,2,1,1
are,2,7,2,2,1,1
filled,2,7,2,2,1,1
with,2,7,2,2,1,1
white,2,7,2,2,1,1
hairs.,2,7,2,2,1,1
I,1,7,2,2,1,1
can't,1,7,2,2,1,1
live,1,7,2,2,1,1
like,1,7,2,2,1,1
this,1,7,2,2,1,1
"anymore,",1,7,2,2,1,1
she,1,7,2,2,1,1
says.,1,7,2,2,1,1
It's,1,6,1,2,1,1
not,1,6,1,2,1,1
good,1,6,1,2,1,1
for,1,6,1,2,1,1
me.,1,6,1,2,1,1
I'm,3,5,1,2,1,1
dying.,3,5,1,2,1,1
She's,3,6,1,2,1,1
crying,3,6,1,2,1,1
now.,3,6,1,2,1,1
When,2,7,2,2,2,2
we,2,7,2,2,2,2
come,2,7,2,2,2,2
back,2,7,2,2,2,2
from,2,7,2,2,2,2
New,2,7,2,2,2,2
"York,",2,7,2,2,2,2
Gary,2,7,2,2,2,2
"says,",2,7,2,2,2,2
we,2,7,2,2,2,2
should,2,7,2,2,2,2
get,2,7,2,2,2,2
going,2,7,2,2,2,2
with,2,7,2,2,2,2
that,2,7,2,2,2,2
baby,2,7,2,2,2,2
idea.,2,7,2,2,2,2
She,1,7,1,2,1,1
enters,1,7,1,2,1,1
the,1,7,1,2,1,1
shower,1,7,1,2,1,1
crying,1,7,1,2,1,1
harder,1,7,1,2,1,1
now.,1,7,1,2,1,1
Crying,1,7,2,2,1,1
in,1,7,2,2,1,1
the,1,7,2,2,1,1
shower,1,7,2,2,1,1
is,1,7,2,2,1,1
safe.,1,7,2,2,1,1
We're,3,6,1,2,2,2
done,3,6,1,2,2,2
Gary.,3,6,1,2,2,2
He's,3,6,1,2,1,1
right,3,6,1,2,1,1
behind,3,6,1,2,1,1
her.,3,6,1,2,1,1
She,3,5,1,2,1,1
closes,3,5,1,2,1,1
her,3,5,1,2,1,1
eyes.,3,5,1,2,1,1
The,3,5,2,2,1,1
baby,3,5,2,2,1,1
has,3,5,2,2,1,1
died,3,5,2,2,1,1
What,1,7,2,2,1,1
do,1,7,2,2,1,1
you,1,7,2,2,1,1
think,1,7,2,2,1,1
of,1,7,2,2,1,1
my,1,7,2,2,1,1
idea.,1,7,2,2,1,1
he,3,5,1,2,1,1
asks.,3,5,1,2,1,1
But,1,6,2,2,1,1
he's,1,6,2,2,1,1
already,1,6,2,2,1,1
inside,1,6,2,2,1,1
her.,1,6,2,2,1,1
Steven,2,7,1,2,1,1
wakes,2,7,1,2,1,1
up,2,7,1,2,1,1
Margaret,2,7,1,2,1,1
in,2,7,1,2,1,1
the,2,7,1,2,1,1
middle,2,7,1,2,1,1
of,2,7,1,2,1,1
the,2,7,1,2,1,1
night.,2,7,1,2,1,1
Sasha's,3,5,1,2,1,1
crying.,3,5,1,2,1,1
Go,2,7,2,2,1,1
to,2,7,2,2,1,1
"her,",2,7,2,2,1,1
He,2,7,2,2,1,1
"whispers,",2,7,2,2,1,1
You,2,7,2,2,1,1
goâ€¦,2,7,2,2,1,1
Margaret,2,7,2,2,1,1
tiptoes,2,7,2,2,1,1
next,2,7,2,2,1,1
to,2,7,2,2,1,1
Sasha.,2,7,2,2,1,1
The,1,6,1,2,1,2
crying,1,6,1,2,1,2
turns,1,6,1,2,1,2
to,1,6,1,2,1,2
dry,1,6,1,2,1,2
heaves.,1,6,1,2,1,2
I'm,3,6,1,2,1,1
"sorry,",3,6,1,2,1,1
says,3,6,1,2,1,1
Sasha.,3,6,1,2,1,1
Hell,3,5,2,1,1,1
of,3,5,2,1,1,1
a,3,5,2,1,1,1
dream.,3,5,2,1,1,1
I,1,6,1,1,1,1
was,1,6,1,1,1,1
alone,1,6,1,1,1,1
with,1,6,1,1,1,1
my,1,6,1,1,1,1
mom.,1,6,1,1,1,1
She,1,7,1,2,1,1
catches,1,7,1,2,1,1
"herself,",1,7,1,2,1,1
looks,1,7,1,2,1,1
at,1,7,1,2,1,1
Margaret,1,7,1,2,1,1
who,1,7,1,2,1,1
nods.,1,7,1,2,1,1
After,2,7,2,1,1,1
she,2,7,2,1,1,1
"jumped,",2,7,2,1,1,1
they,2,7,2,1,1,1
never,2,7,2,1,1,1
let,2,7,2,1,1,1
me,2,7,2,1,1,1
visit,2,7,2,1,1,1
the,2,7,2,1,1,1
hospital.,2,7,2,1,1,1
I've,1,7,2,2,1,1
always,1,7,2,2,1,1
"wondered,",1,7,2,2,1,1
what,1,7,2,2,1,1
if,1,7,2,2,1,1
I'd,1,7,2,2,1,1
been,1,7,2,2,1,1
there.,1,7,2,2,1,1
Margaret,1,5,1,2,1,1
and,1,5,1,2,1,1
Sasha,1,5,1,2,1,1
are,1,5,1,2,1,1
quiet.,1,5,1,2,1,1
You,1,7,2,1,1,1
saved,1,7,2,1,1,1
someone's,1,7,2,1,1,1
lifeâ€¦,1,7,2,1,1,1
says,1,7,2,1,1,1
Margaret,1,7,2,1,1,1
finally.,1,7,2,1,1,1
You,2,7,2,1,1,1
couldn't,2,7,2,1,1,1
save,2,7,2,1,1,1
"her,",2,7,2,1,1,1
but,2,7,2,1,1,1
you,2,7,2,1,1,1
saved,2,7,2,1,1,1
Alexanderâ€¦,2,7,2,1,1,1
I,2,7,2,1,1,1
know.,2,7,2,1,1,1
says,3,5,2,2,1,1
Sasha.,3,5,2,2,1,1
It's,3,5,1,2,1,1
so,3,5,1,2,1,1
weird.,3,5,1,2,1,1
Sasha,1,7,2,2,1,1
gets,1,7,2,2,1,1
up,1,7,2,2,1,1
I've,1,7,2,2,1,1
been,1,7,2,2,1,1
meaning,1,7,2,2,1,1
to,1,7,2,2,1,1
say,1,7,2,2,1,1
You,2,7,1,2,1,1
play,2,7,1,2,1,1
the,2,7,1,2,1,1
violin,2,7,1,2,1,1
much,2,7,1,2,1,1
better,2,7,1,2,1,1
than,2,7,1,2,1,1
my,2,7,1,2,1,1
mom.,2,7,1,2,1,1
I,3,5,1,2,1,1
remember,3,5,1,2,1,1
her,3,5,1,2,1,1
practicingâ€¦,3,5,1,2,1,1
Three,2,6,1,2,1,1
colorful,2,6,1,2,1,1
foam,2,6,1,2,1,1
tubes,2,6,1,2,1,1
land,2,6,1,2,1,1
on,2,6,1,2,1,1
the,2,6,1,2,1,1
Indian,2,6,1,2,1,1
bedspread.,2,6,1,2,1,1
I,2,7,2,2,1,1
challenge,2,7,2,2,1,1
you,2,7,2,2,1,1
"two,",2,7,2,2,1,1
Steven,2,7,2,2,1,1
"says,",2,7,2,2,1,1
brandishing,2,7,2,2,1,1
the,2,7,2,2,1,1
tubes.,2,7,2,2,1,1
Let's,1,7,2,1,2,2
use,1,7,2,1,2,2
these,1,7,2,1,2,2
to,1,7,2,1,2,2
fight.,1,7,2,1,2,2
His,2,7,2,2,1,1
wife,2,7,2,2,1,1
and,2,7,2,2,1,1
daughter,2,7,2,2,1,1
look,2,7,2,2,1,1
up,2,7,2,2,1,1
Steven,2,7,2,2,1,1
looks,2,7,2,2,1,1
like,2,7,2,2,1,1
a,2,7,2,2,1,1
big,2,7,2,2,1,1
bellied,2,7,2,2,1,1
clown.,2,7,2,2,1,1
For,2,6,2,2,1,1
a,2,6,2,2,1,1
"moment,",2,6,2,2,1,1
on,2,6,2,2,1,1
Seventy,2,6,2,2,1,1
fourth,2,6,2,2,1,1
and,2,6,2,2,1,1
"Columbus,",2,6,2,2,1,1
Apartment,2,6,2,2,1,1
nine,2,6,2,2,1,1
"D,",2,6,2,2,1,1
there's,2,6,2,2,1,1
a,2,6,2,2,1,1
mother,2,6,2,2,1,1
and,2,6,2,2,1,1
"daughter,",2,6,2,2,1,1
there's,2,6,2,2,1,1
a,2,6,2,2,1,1
"dad,",2,6,2,2,1,1
there,2,6,2,2,1,1
is,2,6,2,2,1,1
laughter.,2,6,2,2,1,1
Two,3,5,2,2,2,2
months,3,5,2,2,2,2
later.,3,5,2,2,2,2
October,1,5,2,1,1,1
two,1,5,2,1,1,1
thousand,1,5,2,1,1,1
one,1,5,2,1,1,1
â€“,1,5,2,1,1,1
New,1,5,2,1,1,1
York,1,5,2,1,1,1
City.,1,5,2,1,1,1
I,2,7,1,2,1,1
wish,2,7,1,2,1,1
you,2,7,1,2,1,1
weren't,2,7,1,2,1,1
going,2,7,1,2,1,1
back,2,7,1,2,1,1
to,2,7,1,2,1,1
LA,2,7,1,2,1,1
so,2,7,1,2,1,1
soon.,2,7,1,2,1,1
Not,2,7,2,2,2,1
until,2,7,2,2,2,1
we,2,7,2,2,2,1
find,2,7,2,2,2,1
Garyâ€¦,2,7,2,2,2,1
Clara,2,7,2,2,2,1
puts,2,7,2,2,2,1
her,2,7,2,2,2,1
arm,2,7,2,2,2,1
around,2,7,2,2,2,1
Gary's,2,7,2,2,2,1
mom.,2,7,2,2,2,1
She,1,5,1,2,1,1
looks,1,5,1,2,1,1
"up,",1,5,1,2,1,1
so,1,5,1,2,1,1
fragile.,1,5,1,2,1,1
Clara,2,7,2,2,1,1
cuts,2,7,2,2,1,1
the,2,7,2,2,1,1
scotch,2,7,2,2,1,1
"tape,",2,7,2,2,1,1
and,2,7,2,2,1,1
Gary's,2,7,2,2,1,1
mom,2,7,2,2,1,1
chooses,2,7,2,2,1,1
the,2,7,2,2,1,1
spot,2,7,2,2,1,1
for,2,7,2,2,1,1
their,2,7,2,2,1,1
flier.,2,7,2,2,1,1
They,2,7,2,2,2,1
walk,2,7,2,2,2,1
